course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,revenue,yaer,year
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,True,200,1487,16.0,18.0,All Levels,2.0,2017-03-08 21:09:41+00:00,Business Finance,297400,2017,2017
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,https://www.udemy.com/hedge-fund-startup/,True,200,1406,71.0,54.0,Expert Level,1.5,2017-01-18 20:55:27+00:00,Business Finance,281200,2017,2017
1102462,FOREX Trading with Price Action,https://www.udemy.com/forex-trading-system/,True,195,484,57.0,19.0,Beginner Level,1.0,2017-03-14 18:30:55+00:00,Business Finance,94380,2017,2017
1062092,Emini ES Futures - Advanced Non Directional Options Trading,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,True,200,1057,,14.0,All Levels,1.5,2017-01-11 20:48:19+00:00,Business Finance,211400,2017,2017
1217064,How To Invest With Tiny Capital In Stocks ?,https://www.udemy.com/howtoinvest5k/,True,20,1239,5.0,6.0,Beginner Level,0.7,2017-05-23 16:07:09+00:00,Business Finance,24780,2017,2017
1148774,Options Trading 101: The Basics,https://www.udemy.com/options-trading-101-the-basics/,False,0,1514,66.0,11.0,Beginner Level,0.55,2017-03-23 22:19:57+00:00,Business Finance,0,2017,2017
1233350,Bitcoin Profits for Beginners,https://www.udemy.com/bitcoin-profits-for-beginners/,True,100,61,18.0,30.0,Beginner Level,1.5,2017-06-09 17:01:05+00:00,Business Finance,6100,2017,2017
1191504,How to create a routine Trading,https://www.udemy.com/how-to-create-a-trading-routine/,True,25,307,8.0,5.0,All Levels,0.133333333,2017-05-01 18:50:43+00:00,Business Finance,7675,2017,2017
1105344,Quantitative Aptitude for Banking & Competitive Examinations,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,True,50,1056,1.0,42.0,All Levels,3.0,2017-02-09 19:33:52+00:00,Business Finance,52800,2017,2017
1100054,FOREX TRADING - Learn in a quick + profitable way + support,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,True,100,271,48.0,47.0,All Levels,3.5,2017-02-20 23:45:20+00:00,Business Finance,27100,2017,2017
1245244,Building Financial Statements in Excel,https://www.udemy.com/guide-to-building-financial-statements/,True,35,1181,1.0,18.0,Beginner Level,1.0,2017-06-29 23:34:42+00:00,Business Finance,41335,2017,2017
1188178,Forex Trading for Beginners - Basics,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,True,50,989,9.0,11.0,All Levels,1.0,2017-04-24 16:42:56+00:00,Business Finance,49450,2017,2017
1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/,True,200,1087,14.0,61.0,All Levels,9.5,2017-03-23 05:54:27+00:00,Business Finance,217400,2017,2017
1243448,Forex Trading with Fixed Risk through Options Trading,https://www.udemy.com/forexoptions/,True,200,611,4.0,26.0,Beginner Level,1.0,2017-06-07 17:15:07+00:00,Business Finance,122200,2017,2017
1198166,Top 10 Trading Ideas in the Equities Market,https://www.udemy.com/top-10-trading-ideas-in-the-equities-market/,True,20,661,4.0,12.0,All Levels,1.0,2017-05-02 21:59:07+00:00,Business Finance,13220,2017,2017
1070886,Python Algo Trading: FX Trading with Oanda,https://www.udemy.com/python-algo-trading-fx-trading-with-oanda/,True,200,453,42.0,33.0,Intermediate Level,3.0,2017-03-14 00:39:45+00:00,Business Finance,90600,2017,2017
377370,Learn to Trade the Stock Market without Blowing Your Profits,https://www.udemy.com/learn-to-trade-the-stock-market-without-blowing-your-profits/,True,60,6967,16.0,34.0,All Levels,1.0,2017-05-02 20:53:24+00:00,Business Finance,418020,2017,2017
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,https://www.udemy.com/get-a-credit-repair-publication-on-amazon-and-live-life/,True,20,727,11.0,25.0,Beginner Level,3.0,2017-04-26 18:17:51+00:00,Business Finance,14540,2017,2017
1085580,RSI Options Trading & Technical Analysis (3 Course Bundle),https://www.udemy.com/charting-rsi-options-stock-trading-for-beginners-newtechnical-analysis/,True,200,1047,9.0,46.0,All Levels,,2017-01-26 22:55:27+00:00,Business Finance,209400,2017,2017
1188410,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,https://www.udemy.com/basics-of-mutual-funds-for-ca-cma-cs-cfa-exams/,True,125,1045,2.0,17.0,Intermediate Level,1.0,2017-04-24 21:59:45+00:00,Business Finance,130625,2017,2017
1076920,Stock Market investment: Practical Accounting,https://www.udemy.com/stock-market-investment-practical-accounting/,True,125,1120,6.0,43.0,Beginner Level,3.0,2017-01-23 17:04:49+00:00,Business Finance,140000,2017,2017
1103272,How to remove 'Risk from Penny Stocks - Options Trading,https://www.udemy.com/best-penny-stock-options-to-buy-hot-stocks-put-call-stock-options/,True,200,668,12.0,22.0,All Levels,1.0,2017-02-07 00:45:51+00:00,Business Finance,133600,2017,2017
1022108,Tax Accounting: Difficult Topic Made Easy to Understand,https://www.udemy.com/taxaccounting/,True,200,1033,10.0,29.0,All Levels,2.0,2017-01-11 16:17:20+00:00,Business Finance,206600,2017,2017
1105216,Bank Financial Management A Comprehensive Study,https://www.udemy.com/bank-financial-management-a-comprehensive-study/,True,50,1081,6.0,21.0,All Levels,1.5,2017-02-10 00:51:57+00:00,Business Finance,54050,2017,2017
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,https://www.udemy.com/naked-put-options-trade-covered-call-poor-man-covered-call/,True,200,939,7.0,19.0,All Levels,1.5,2017-02-10 22:40:57+00:00,Business Finance,187800,2017,2017
1188742,Introduction to Cryptocurrencies and Blockchain,https://www.udemy.com/introduction-to-cryptocurrencies/,False,0,3775,138.0,11.0,Beginner Level,2.0,2017-05-01 21:18:54+00:00,Business Finance,0,2017,2017
1224262,Introduction to Futures Trading and Live Trade Demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,True,60,54,,6.0,Expert Level,0.716666667,2017-05-24 14:16:09+00:00,Business Finance,3240,2017,2017
1266148,Preparation of Consolidated Financial Statements (Basic),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,False,0,965,0.0,18.0,Intermediate Level,1.5,2017-06-28 20:37:13+00:00,Business Finance,0,2017,2017
791422,Succeed in Bonds Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,True,200,1113,6.0,8.0,All Levels,1.0,2017-02-03 04:34:07+00:00,Business Finance,222600,2017,2017
791436,Succeed in Lotto Even if You Don't Know Where to Start!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,True,20,1201,12.0,18.0,All Levels,1.5,2017-05-11 22:19:28+00:00,Business Finance,24020,2017,2017
1218552,Forex for Beginners: Easy Forex Trading for Beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,False,0,1780,32.0,9.0,Beginner Level,1.0,2017-05-18 16:48:46+00:00,Business Finance,0,2017,2017
1117834,Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,True,200,2,1.0,16.0,All Levels,1.0,2017-04-06 04:59:32+00:00,Business Finance,400,2017,2017
831940,Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,True,20,217,0.0,47.0,Beginner Level,2.5,2017-02-06 16:35:44+00:00,Business Finance,4340,2017,2017
833770,Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,True,75,22,5.0,45.0,All Levels,4.5,2017-05-01 23:22:07+00:00,Business Finance,1650,2017,2017
707224,Financial Statement Review 101:  How to Find Errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,True,30,5,2.0,15.0,Beginner Level,2.0,2017-02-03 16:23:16+00:00,Business Finance,150,2017,2017
1030976,The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,True,150,912,12.0,37.0,Beginner Level,3.0,2017-01-11 02:52:19+00:00,Business Finance,136800,2017,2017
1122146,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,True,200,1033,2.0,31.0,Beginner Level,1.5,2017-02-22 21:36:08+00:00,Business Finance,206600,2017,2017
1103590,Trading con retrocesos de Fibonacci,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,True,25,14,4.0,15.0,All Levels,2.5,2017-02-07 15:34:03+00:00,Business Finance,350,2017,2017
1172370,Mit Finanzwissen zu besserem Unternehmertum,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,True,50,49,3.0,23.0,Beginner Level,3.0,2017-05-10 15:10:34+00:00,Business Finance,2450,2017,2017
1128662,Volatility Trading Analysis with R,https://www.udemy.com/volatility-trading-analysis-with-r/,True,50,190,13.0,45.0,Expert Level,6.0,2017-03-06 21:26:55+00:00,Business Finance,9500,2017,2017
1068986,How To Profit From Stock Market Volatility,https://www.udemy.com/how-to-trade-stock-market-volatility/,False,0,1736,36.0,11.0,All Levels,0.6,2017-01-23 18:23:58+00:00,Business Finance,0,2017,2017
1222836,Case Studies in Macro Economics,https://www.udemy.com/case-studies-in-macro-economics/,True,50,114,1.0,22.0,Beginner Level,4.0,2017-05-25 17:00:12+00:00,Business Finance,5700,2017,2017
1225686,Learn Options on Futures for Hedging Options and Stocks,https://www.udemy.com/learn-options-on-futures-for-hedging-options-and-stocks/,True,60,51,2.0,6.0,Expert Level,0.7,2017-05-23 22:23:38+00:00,Business Finance,3060,2017,2017
1209694,Become A Forex Trader - Forex trading like a professional,https://www.udemy.com/become-a-forex-trader/,False,0,1735,31.0,19.0,All Levels,2.5,2017-05-28 14:35:47+00:00,Business Finance,0,2017,2017
1194426,The Binary Institute - Introductory Course in Binary Options,https://www.udemy.com/the-binary-institute-introductory-course-in-binary-options-trading/,False,0,1121,12.0,6.0,All Levels,,2017-04-27 23:49:48+00:00,Business Finance,0,2017,2017
1053272,The Financial Analyst Skills Training (FAST) course 2017,https://www.udemy.com/the-financial-analyst-skills-training-fast-course-2017/,True,100,589,31.0,138.0,All Levels,10.0,2017-01-02 17:44:17+00:00,Business Finance,58900,2017,2017
1273896,Covered Calls - Powerful Income Strategy for Stock Traders,https://www.udemy.com/covered-calls-income-strategy-for-stock-traders/,True,60,22,0.0,8.0,Beginner Level,1.0,2017-07-03 15:13:33+00:00,Business Finance,1320,2017,2017
1110470,The Passive Investing Blueprint - Build Wealth Passively,https://www.udemy.com/how-to-start-passive-investing-in-1-day/,True,200,338,32.0,66.0,All Levels,3.5,2017-03-08 22:37:44+00:00,Business Finance,67600,2017,2017
1084642,Chart Patterns Trading Demystified,https://www.udemy.com/stock-chart-patterns-forecasting-explosive-gains-technical-analysis/,True,200,1023,8.0,29.0,All Levels,,2017-02-08 03:49:44+00:00,Business Finance,204600,2017,2017
1134864,Simple things you must know before start FOREX (OFFER),https://www.udemy.com/forex-simple-things/,True,200,1053,20.0,15.0,Beginner Level,0.733333333,2017-03-10 22:11:34+00:00,Business Finance,210600,2017,2017
1079040,Leaps Options Trading System - Diagonal Leaps Options Spread,https://www.udemy.com/leaps-options-trading-system-diagonal-leaps-options-spread/,True,200,993,19.0,16.0,All Levels,1.0,2017-01-19 19:09:29+00:00,Business Finance,198600,2017,2017
1095116,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),https://www.udemy.com/charting-for-penny-stocks-technical-analysis-best-penny-stocks-buy/,True,200,1085,17.0,48.0,All Levels,6.0,2017-02-03 16:44:02+00:00,Business Finance,217000,2017,2017
1249164,Corporate Internal Controls and Fraud Controls,https://www.udemy.com/corporate-internal-controls-fraud-controls/,True,50,1,0.0,12.0,Intermediate Level,2.0,2017-06-29 17:27:52+00:00,Business Finance,50,2017,2017
1208148,Coaching Course:Investment Analysis for your clients,https://www.udemy.com/coaching-courseinvestment-analysis-for-your-clientsjoanne/,True,200,1,0.0,6.0,Intermediate Level,0.566666667,2017-06-23 16:35:04+00:00,Business Finance,200,2017,2017
1072156,Binary Beginners Mastery Strategy.,https://www.udemy.com/binary-beginners-mastery-strategy/,False,0,927,8.0,,Beginner Level,1.0,2017-05-02 18:58:47+00:00,Business Finance,0,2017,2017
1069866,High-Frequency Trading & Dark Pools,https://www.udemy.com/high-frequency-trading-dark-pools/,True,40,19,11.0,22.0,Beginner Level,2.0,2017-04-18 21:43:21+00:00,Business Finance,760,2017,2017
1225674,The Advantages of ETF Options and Index Options Trading,https://www.udemy.com/learn-etf-options-and-index-options-trading/,True,60,52,3.0,9.0,Intermediate Level,1.0,2017-05-23 21:04:42+00:00,Business Finance,3120,2017,2017
1167536,Learn to Trade Forex - from Beginner to Professional,https://www.udemy.com/learn-to-trade-forex-from-only-10-minutes-a-day/,True,195,89,7.0,64.0,All Levels,12.5,2017-04-06 16:59:36+00:00,Business Finance,17355,2017,2017
980408,Introduction to the economics of public services regulation,https://www.udemy.com/introduction-to-the-economics-of-public-services-regulation/,True,80,98,35.0,69.0,Intermediate Level,8.0,2017-01-03 17:57:55+00:00,Business Finance,7840,2017,2017
1157298,Introduction to Forex Trading Business For Beginners,https://www.udemy.com/introduction-to-forex-trading-business-for-beginners/,True,20,0,0.0,27.0,Beginner Level,1.5,2017-04-23 16:19:01+00:00,Business Finance,0,2017,2017
1282064,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,https://www.udemy.com/cryptocurrency-btc-eth-investment-trading-course-2017/,True,20,0,0.0,7.0,Beginner Level,2.5,2017-07-06 21:46:30+00:00,Business Finance,0,2017,2017
1247992,Introduction to Project Management for Finance and Acct'g,https://www.udemy.com/introduction-to-project-management-m/,True,50,0,0.0,9.0,Beginner Level,2.0,2017-07-03 21:40:32+00:00,Business Finance,0,2017,2017
1251582,Best Practices in Corporate Budgeting,https://www.udemy.com/best-practices-corporate-budgeting/,True,50,0,0.0,9.0,Intermediate Level,2.0,2017-06-29 22:01:56+00:00,Business Finance,0,2017,2017
1258666,Financial Statement Auditing Cycles,https://www.udemy.com/financial-statement-auditing-cycles/,True,50,0,0.0,9.0,Intermediate Level,2.0,2017-06-29 23:20:10+00:00,Business Finance,0,2017,2017
1168172,Case studies on credit appraisal for bankers,https://www.udemy.com/case-studies-on-credit-appraisal-for-bankers/,True,20,0,0.0,15.0,Beginner Level,3.5,2017-05-01 20:16:26+00:00,Business Finance,0,2017,2017
1233314,Building a Balanced Scorecard,https://www.udemy.com/building-balanced-scorecard/,True,50,0,0.0,11.0,Intermediate Level,2.0,2017-07-03 21:38:22+00:00,Business Finance,0,2017,2017
1276182,Options Trading Foundation: Your journey to competency...,https://www.udemy.com/option-trading-foundation-your-journey-to-competency/,True,95,0,0.0,,Intermediate Level,1.0,2017-07-05 04:41:54+00:00,Business Finance,0,2017,2017
1187084,Forex how traders beat the markest with little experience,https://www.udemy.com/forex-how-traders-beat-the-markest-with-little-experience/,True,100,0,0.0,16.0,All Levels,1.0,2017-07-06 21:16:13+00:00,Business Finance,0,2017,2017
1084454,CFA Level 2- Quantitative Methods,https://www.udemy.com/cfa-level-2-quantitative-methods/,True,40,0,,35.0,All Levels,5.5,2017-07-02 14:29:35+00:00,Business Finance,0,2017,2017
1220862,The True Secret Sauce  For Stock Market Success,https://www.udemy.com/stockmarketsuccesssecretsauce/,True,200,23,2.0,30.0,All Levels,3.0,2017-06-11 16:01:03+00:00,Business Finance,4600,2017,2017
1107904,Financial Reporting A Comprehensive Study,https://www.udemy.com/financial-reporting-a-comprehensive-study/,True,50,45,1.0,72.0,All Levels,8.0,2017-02-09 21:58:02+00:00,Business Finance,2250,2017,2017
1095700,Using Xero for your bookkeeping needs  do beautiful business,https://www.udemy.com/xero-101/,True,95,39,6.0,28.0,Beginner Level,1.0,2017-02-27 16:33:33+00:00,Business Finance,3705,2017,2017
1078520,Internal Controls - Design Implementation and Monitoring,https://www.udemy.com/internal-controls/,True,195,62,6.0,27.0,Beginner Level,6.5,2017-03-20 18:42:56+00:00,Business Finance,12090,2017,2017
591724,Financial Market Environment & Investment Strategies,https://www.udemy.com/financial-market-environment-investment-strategies/,True,105,1,0.0,25.0,All Levels,1.5,2017-06-20 02:29:09+00:00,Business Finance,105,2017,2017
1064904,Evolution and Features of ETFs,https://www.udemy.com/evolution-and-features-of-etfs/,True,100,0,0.0,10.0,All Levels,0.716666667,2017-04-03 22:17:10+00:00,Business Finance,0,2017,2017
1046940,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),https://www.udemy.com/trade-rsi-breakout-strategy-great-riskreward-ratio-forex/,True,200,66,12.0,19.0,All Levels,2.0,2017-05-01 19:56:30+00:00,Business Finance,13200,2017,2017
1107954,Day trading strategy for all level with 72% success rate,https://www.udemy.com/1-shot-1kill/,True,95,51,,15.0,All Levels,0.533333333,2017-03-02 16:25:56+00:00,Business Finance,4845,2017,2017
1263966,Advanced Technical Analysis PART1!,https://www.udemy.com/advanced-technical-analysis-part1/,True,100,9,1.0,19.0,Intermediate Level,3.0,2017-06-27 22:00:27+00:00,Business Finance,900,2017,2017
925854,No Bull Investing: Investing 101 For Financial Freedom,https://www.udemy.com/no-bull-investing-investing-101-for-financial-freedom/,True,100,1213,12.0,25.0,Beginner Level,6.5,2017-03-13 22:53:07+00:00,Business Finance,121300,2017,2017
1225564,Short Straddles - Exploit Earnings Option Volatility Crush,https://www.udemy.com/short-straddles-exploit-option-volatility-crush/,True,60,59,8.0,7.0,Expert Level,0.583333333,2017-05-24 14:45:31+00:00,Business Finance,3540,2017,2017
1000136,Basics of Fixed Income Valuation CFA Level I 2017 Prep,https://www.udemy.com/basics-of-fixed-income-valuation-cfa-level-i-2017-prep/,True,20,4,0.0,14.0,Beginner Level,3.5,2017-01-28 16:47:51+00:00,Business Finance,80,2017,2017
1232382,Intro to Financial Statement Audits,https://www.udemy.com/intro-financial-statement-audits/,True,50,1,0.0,9.0,Intermediate Level,1.5,2017-06-29 18:09:01+00:00,Business Finance,50,2017,2017
1058530,How to Get Growing Passive Income from the Fortune 500!,https://www.udemy.com/how-to-get-growing-passive-income-from-the-fortune-500/,True,25,4,0.0,12.0,All Levels,1.0,2017-01-19 16:07:18+00:00,Business Finance,100,2017,2017
994118,Managing Budgets in the Public and Non Profit Sector,https://www.udemy.com/managing-budgets-in-the-public-and-non-profit-sector/,True,95,4,0.0,20.0,All Levels,2.0,2017-06-22 20:28:25+00:00,Business Finance,380,2017,2017
1165780,Ratio analysis for bankers and credit analysts,https://www.udemy.com/ratio-analysis-for-bankers-and-credit-analysts/,True,20,1,0.0,13.0,Beginner Level,3.0,2017-04-12 16:55:26+00:00,Business Finance,20,2017,2017
1246684,Dash Crypto Currency Technical and Trading Overview Bootcamp,https://www.udemy.com/introduction-to-dash-crypto-currency-technical-overview/,True,20,4,1.0,14.0,All Levels,1.0,2017-06-19 21:59:42+00:00,Business Finance,80,2017,2017
1185936,الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,https://www.udemy.com/arabic-forex-education-by-pforex/,False,0,368,3.0,69.0,All Levels,20.5,2017-04-25 15:02:33+00:00,Business Finance,0,2017,2017
753610,Trading mit kleinen Konten - Grundlagen die du kennen musst,https://www.udemy.com/werden-sie-privater-trader-im-forex-cfd-oder-rohstoffmarkt/,True,80,74,4.0,20.0,Beginner Level,3.5,2017-03-29 00:06:21+00:00,Business Finance,5920,2017,2017
1264512,Trading Forex  - L'analyse des volumes,https://www.udemy.com/trading-forex-lanalyse-des-volumes/,True,70,4,3.0,13.0,All Levels,2.0,2017-06-29 21:32:21+00:00,Business Finance,280,2017,2017
1210062,Wie funktionieren Bitcoin? Ein Einführungskurs.,https://www.udemy.com/wie-funktionieren-bitcoin-ein-einfuhrungskurs/,True,20,14,4.0,14.0,Beginner Level,0.616666667,2017-05-10 23:37:44+00:00,Business Finance,280,2017,2017
1180960,Estruturação Financeira,https://www.udemy.com/estruturacao-financeira/,True,45,18,3.0,18.0,All Levels,3.5,2017-05-08 02:40:04+00:00,Business Finance,810,2017,2017
1162656,Introduction to Bitcoin for Beginners,https://www.udemy.com/introduction-to-bitcoin-for-beginners/,True,20,2,1.0,7.0,Beginner Level,0.566666667,2017-04-28 00:03:47+00:00,Business Finance,40,2017,2017
1050168,Forex Trading : Power Of Moving Averages,https://www.udemy.com/forex-trading-learn-moving-averages-from-scratch-to-pro/,True,200,100,24.0,33.0,All Levels,4.0,2017-01-02 15:18:21+00:00,Business Finance,20000,2017,2017
1179546,An Introduction to Financial Markets on Wall Street,https://www.udemy.com/an-introduction-to-financial-markets-on-wall-street/,True,30,7,1.0,29.0,All Levels,2.0,2017-04-28 00:08:38+00:00,Business Finance,210,2017,2017
1239206,Win 90% of Trades; Quantitative Investments Models in Excel,https://www.udemy.com/quantitative-investments/,True,200,4,1.0,16.0,Beginner Level,1.5,2017-06-28 15:09:21+00:00,Business Finance,800,2017,2017
1149564,The Forex Pivot Points Trading Strategy,https://www.udemy.com/the-forex-pivot-points-trading-strategy/,True,20,21,,12.0,All Levels,2.0,2017-03-22 22:57:34+00:00,Business Finance,420,2017,2017
1276364,Bitcoin & Ethereum Course (2 Course Bundle),https://www.udemy.com/bitcoin-ethereum-bundle/,True,200,1,0.0,52.0,All Levels,2.5,2017-07-05 19:06:26+00:00,Business Finance,200,2017,2017
1237912,Create Trading Robot Without Coding Skills!,https://www.udemy.com/algotrading/,True,145,5,0.0,13.0,All Levels,1.0,2017-06-16 05:29:13+00:00,Business Finance,725,2017,2017
1021760,MQL5 - Beginner To Expert,https://www.udemy.com/mql5-beginner-to-expert/,True,45,16,1.0,16.0,Beginner Level,1.5,2017-04-06 21:39:23+00:00,Business Finance,720,2017,2017
1073430,Xero Bookkeeping Course & Certification by Accounting Firm,https://www.udemy.com/online-bookkeeping-with-practice-and-job-recommendation/,True,20,7,3.0,15.0,Beginner Level,2.0,2017-02-13 23:21:49+00:00,Business Finance,140,2017,2017
1136912,Financial Accounting - The Ultimate Beginner Course,https://www.udemy.com/financial-accounting-the-ultimate-beginner-course/,True,100,9,2.0,101.0,Beginner Level,10.0,2017-04-06 00:39:12+00:00,Business Finance,900,2017,2017
1036456,Basics of Private Equity,https://www.udemy.com/basics-of-private-equity/,True,60,9,2.0,6.0,Intermediate Level,0.666666667,2017-05-09 22:19:30+00:00,Business Finance,540,2017,2017
1151398,Trading Forex - Trader avec les figures harmoniques,https://www.udemy.com/trading-forex-trader-avec-les-figures-harmoniques/,True,90,57,11.0,23.0,Beginner Level,2.0,2017-03-31 22:44:53+00:00,Business Finance,5130,2017,2017
1178820,Aprenda a Investir no Tesouro Direto Passo a Passo,https://www.udemy.com/tesouro-direto-passo-a-passo/,True,35,62,10.0,19.0,All Levels,1.0,2017-04-25 07:06:14+00:00,Business Finance,2170,2017,2017
933394,The Complete Guide to Forex Trading,https://www.udemy.com/the-complete-guide-to-forex-trading/,True,20,1329,12.0,33.0,All Levels,5.0,2017-02-05 16:14:41+00:00,Business Finance,26580,2017,2017
1090408,Learn How to Trade Binary Options Professionally,https://www.udemy.com/freebinaryoptions/,False,0,5144,169.0,7.0,All Levels,1.0,2017-02-03 22:15:55+00:00,Business Finance,0,2017,2017
